t	i	j	DateTime
1560666720	FELIPE	ANGELE	16/06/2019 08:32
1560666720	KALI	PIPO	16/06/2019 08:32
1560666720	EWINE	ANGELE	16/06/2019 08:32
1560666740	KALI	PIPO	16/06/2019 08:32
1560666740	FEYA	FELIPE	16/06/2019 08:32
1560666740	FELIPE	ANGELE	16/06/2019 08:32
1560666740	FANA	EWINE	16/06/2019 08:32
1560666740	FEYA	ANGELE	16/06/2019 08:32
1560666760	FANA	EWINE	16/06/2019 08:32
1560666760	FEYA	FELIPE	16/06/2019 08:32
1560666760	FEYA	ANGELE	16/06/2019 08:32
1560666760	KALI	PIPO	16/06/2019 08:32
1560666760	FELIPE	ANGELE	16/06/2019 08:32
1560666780	FANA	EWINE	16/06/2019 08:33
1560666780	FELIPE	ANGELE	16/06/2019 08:33
1560666780	FEYA	FELIPE	16/06/2019 08:33
1560666780	KALI	PIPO	16/06/2019 08:33
1560666800	EWINE	FELIPE	16/06/2019 08:33
1560666800	FEYA	FELIPE	16/06/2019 08:33
1560666800	FELIPE	ANGELE	16/06/2019 08:33
1560666800	KALI	PIPO	16/06/2019 08:33
1560666820	KALI	PIPO	16/06/2019 08:33
1560666820	EWINE	FELIPE	16/06/2019 08:33
1560666820	FELIPE	ANGELE	16/06/2019 08:33
1560666840	KALI	PIPO	16/06/2019 08:34
1560666840	FANA	FEYA	16/06/2019 08:34
1560666840	FELIPE	ANGELE	16/06/2019 08:34
1560666860	KALI	PIPO	16/06/2019 08:34
1560666880	KALI	PIPO	16/06/2019 08:34
1560666900	KALI	PIPO	16/06/2019 08:35
1560666920	KALI	PIPO	16/06/2019 08:35
1560666940	KALI	PIPO	16/06/2019 08:35
1560666960	KALI	PIPO	16/06/2019 08:36
1560666960	PETOULETTE	PIPO	16/06/2019 08:36
1560666980	KALI	PIPO	16/06/2019 08:36
1560667000	FANA	ANGELE	16/06/2019 08:36
1560667020	FANA	ANGELE	16/06/2019 08:37
1560667020	PETOULETTE	PIPO	16/06/2019 08:37
1560667020	KALI	PIPO	16/06/2019 08:37
1560667040	KALI	PIPO	16/06/2019 08:37
1560667040	KALI	BOBO	16/06/2019 08:37
1560667040	PETOULETTE	PIPO	16/06/2019 08:37
1560667040	FANA	ANGELE	16/06/2019 08:37
1560667060	FANA	ANGELE	16/06/2019 08:37
1560667060	KALI	PIPO	16/06/2019 08:37
1560667060	PETOULETTE	PIPO	16/06/2019 08:37
1560667080	BOBO	FEYA	16/06/2019 08:38
1560667080	FANA	ANGELE	16/06/2019 08:38
1560667080	KALI	PIPO	16/06/2019 08:38
1560667080	PETOULETTE	PIPO	16/06/2019 08:38
1560667100	BOBO	FEYA	16/06/2019 08:38
1560667100	FANA	ANGELE	16/06/2019 08:38
1560667100	KALI	PIPO	16/06/2019 08:38
1560667120	KALI	PETOULETTE	16/06/2019 08:38
1560667120	KALI	PIPO	16/06/2019 08:38
1560667120	BOBO	FEYA	16/06/2019 08:38
1560667120	FELIPE	HARLEM	16/06/2019 08:38
1560667120	FANA	ANGELE	16/06/2019 08:38
1560667140	KALI	PETOULETTE	16/06/2019 08:39
1560667140	BOBO	FEYA	16/06/2019 08:39
1560667140	FANA	ANGELE	16/06/2019 08:39
1560667160	KALI	PETOULETTE	16/06/2019 08:39
1560667160	FELIPE	HARLEM	16/06/2019 08:39
1560667180	KALI	PETOULETTE	16/06/2019 08:39
1560667180	FELIPE	HARLEM	16/06/2019 08:39
1560667200	KALI	PETOULETTE	16/06/2019 08:40
1560667200	FELIPE	HARLEM	16/06/2019 08:40
1560667220	KALI	PETOULETTE	16/06/2019 08:40
1560667220	FELIPE	HARLEM	16/06/2019 08:40
1560667240	KALI	PETOULETTE	16/06/2019 08:40
1560667260	FANA	EWINE	16/06/2019 08:41
1560667260	FELIPE	PIPO	16/06/2019 08:41
1560667280	FANA	ANGELE	16/06/2019 08:41
1560667300	FANA	ANGELE	16/06/2019 08:41
1560667300	FELIPE	PIPO	16/06/2019 08:41
1560667300	KALI	PIPO	16/06/2019 08:41
1560667380	KALI	PIPO	16/06/2019 08:43
1560667400	KALI	PIPO	16/06/2019 08:43
1560667400	PETOULETTE	ANGELE	16/06/2019 08:43
1560667420	KALI	PIPO	16/06/2019 08:43
1560667420	PETOULETTE	ANGELE	16/06/2019 08:43
1560667440	KALI	PIPO	16/06/2019 08:44
1560667440	FANA	FELIPE	16/06/2019 08:44
1560667460	PETOULETTE	ANGELE	16/06/2019 08:44
1560667480	PETOULETTE	ANGELE	16/06/2019 08:44
1560667480	KALI	PIPO	16/06/2019 08:44
1560667500	PETOULETTE	ANGELE	16/06/2019 08:45
1560667520	KALI	PIPO	16/06/2019 08:45
1560667540	KALI	PIPO	16/06/2019 08:45
1560667560	KALI	PIPO	16/06/2019 08:46
1560667580	FEYA	FELIPE	16/06/2019 08:46
1560667620	EWINE	FELIPE	16/06/2019 08:47
1560667640	EWINE	FELIPE	16/06/2019 08:47
1560667660	FELIPE	PIPO	16/06/2019 08:47
1560667660	FANA	EWINE	16/06/2019 08:47
1560667660	EWINE	FELIPE	16/06/2019 08:47
1560667680	EWINE	FELIPE	16/06/2019 08:48
1560667680	EWINE	PIPO	16/06/2019 08:48
1560667680	FANA	EWINE	16/06/2019 08:48
1560667680	FELIPE	PIPO	16/06/2019 08:48
1560667680	FANA	FELIPE	16/06/2019 08:48
1560667700	FANA	EWINE	16/06/2019 08:48
1560667700	KALI	FEYA	16/06/2019 08:48
1560667700	KALI	FANA	16/06/2019 08:48
1560667700	FEYA	PIPO	16/06/2019 08:48
1560667700	KALI	PIPO	16/06/2019 08:48
1560667700	EWINE	FELIPE	16/06/2019 08:48
1560667700	EWINE	PIPO	16/06/2019 08:48
1560667700	FELIPE	PIPO	16/06/2019 08:48
1560667700	FANA	PIPO	16/06/2019 08:48
1560667700	KALI	EWINE	16/06/2019 08:48
1560667700	KALI	FELIPE	16/06/2019 08:48
1560667720	EWINE	PIPO	16/06/2019 08:48
1560667720	FELIPE	PIPO	16/06/2019 08:48
1560667720	EWINE	FELIPE	16/06/2019 08:48
1560667720	FANA	EWINE	16/06/2019 08:48
1560667720	FEYA	PIPO	16/06/2019 08:48
1560667720	FEYA	FELIPE	16/06/2019 08:48
1560667720	FANA	FELIPE	16/06/2019 08:48
1560667740	EWINE	FELIPE	16/06/2019 08:49
1560667740	EWINE	PIPO	16/06/2019 08:49
1560667760	FANA	FELIPE	16/06/2019 08:49
1560667760	FEYA	FELIPE	16/06/2019 08:49
1560667760	EWINE	FELIPE	16/06/2019 08:49
1560667760	EWINE	PIPO	16/06/2019 08:49
1560667780	EWINE	FELIPE	16/06/2019 08:49
1560667780	KALI	PIPO	16/06/2019 08:49
1560667780	EWINE	PIPO	16/06/2019 08:49
1560667780	FANA	FELIPE	16/06/2019 08:49
1560667780	PETOULETTE	ANGELE	16/06/2019 08:49
1560667780	FEYA	FELIPE	16/06/2019 08:49
1560667800	EWINE	PIPO	16/06/2019 08:50
1560667800	EWINE	FELIPE	16/06/2019 08:50
1560667800	KALI	PETOULETTE	16/06/2019 08:50
1560667800	FANA	FEYA	16/06/2019 08:50
1560667800	FANA	FELIPE	16/06/2019 08:50
1560667800	FEYA	FELIPE	16/06/2019 08:50
1560667820	FANA	FEYA	16/06/2019 08:50
1560667820	FANA	FELIPE	16/06/2019 08:50
1560667820	FEYA	FELIPE	16/06/2019 08:50
1560667820	FELIPE	PIPO	16/06/2019 08:50
1560667820	PETOULETTE	PIPO	16/06/2019 08:50
1560667820	KALI	PETOULETTE	16/06/2019 08:50
1560667840	KALI	PETOULETTE	16/06/2019 08:50
1560667840	FANA	EWINE	16/06/2019 08:50
1560667840	EWINE	FELIPE	16/06/2019 08:50
1560667840	FANA	FEYA	16/06/2019 08:50
1560667840	FANA	FELIPE	16/06/2019 08:50
1560667860	FANA	FELIPE	16/06/2019 08:51
1560667860	FANA	FEYA	16/06/2019 08:51
1560667860	FEYA	FELIPE	16/06/2019 08:51
1560667860	EWINE	FELIPE	16/06/2019 08:51
1560667860	EWINE	PIPO	16/06/2019 08:51
1560667860	KALI	PETOULETTE	16/06/2019 08:51
1560667880	EWINE	PIPO	16/06/2019 08:51
1560667880	FANA	FEYA	16/06/2019 08:51
1560667880	FANA	FELIPE	16/06/2019 08:51
1560667880	FEYA	FELIPE	16/06/2019 08:51
1560667880	EWINE	FELIPE	16/06/2019 08:51
1560667900	EWINE	FELIPE	16/06/2019 08:51
1560667900	FEYA	FELIPE	16/06/2019 08:51
1560667900	FANA	FEYA	16/06/2019 08:51
1560667900	FANA	FELIPE	16/06/2019 08:51
1560667920	FANA	FEYA	16/06/2019 08:52
1560667920	EWINE	FELIPE	16/06/2019 08:52
1560667920	FANA	FELIPE	16/06/2019 08:52
1560667920	FEYA	FELIPE	16/06/2019 08:52
1560667920	FELIPE	PIPO	16/06/2019 08:52
1560667920	FANA	EWINE	16/06/2019 08:52
1560667920	EWINE	FEYA	16/06/2019 08:52
1560667940	KALI	PIPO	16/06/2019 08:52
1560667940	FEYA	FELIPE	16/06/2019 08:52
1560667940	KALI	FANA	16/06/2019 08:52
1560667940	FANA	FEYA	16/06/2019 08:52
1560667940	FANA	EWINE	16/06/2019 08:52
1560667940	FANA	FELIPE	16/06/2019 08:52
1560667960	FANA	FEYA	16/06/2019 08:52
1560667960	EWINE	FEYA	16/06/2019 08:52
1560667960	FANA	EWINE	16/06/2019 08:52
1560667980	FANA	EWINE	16/06/2019 08:53
1560667980	FANA	FEYA	16/06/2019 08:53
1560667980	KALI	PIPO	16/06/2019 08:53
1560667980	EWINE	FEYA	16/06/2019 08:53
1560668000	FANA	FEYA	16/06/2019 08:53
1560668000	FANA	EWINE	16/06/2019 08:53
1560668000	EWINE	FEYA	16/06/2019 08:53
1560668000	EWINE	PETOULETTE	16/06/2019 08:53
1560668020	FANA	EWINE	16/06/2019 08:53
1560668020	EWINE	FEYA	16/06/2019 08:53
1560668020	KALI	EWINE	16/06/2019 08:53
1560668040	ATMOSPHERE	HARLEM	16/06/2019 08:54
1560668040	EWINE	FEYA	16/06/2019 08:54
1560668040	KALI	ANGELE	16/06/2019 08:54
1560668040	FANA	EWINE	16/06/2019 08:54
1560668060	EWINE	ANGELE	16/06/2019 08:54
1560668060	FANA	EWINE	16/06/2019 08:54
1560668060	EWINE	FEYA	16/06/2019 08:54
1560668080	EWINE	FELIPE	16/06/2019 08:54
1560668080	FANA	ANGELE	16/06/2019 08:54
1560668080	EWINE	FEYA	16/06/2019 08:54
1560668080	KALI	EWINE	16/06/2019 08:54
1560668100	EWINE	ANGELE	16/06/2019 08:55
1560668100	EWINE	FEYA	16/06/2019 08:55
1560668100	FANA	FEYA	16/06/2019 08:55
1560668100	FEYA	ANGELE	16/06/2019 08:55
1560668100	FEYA	PIPO	16/06/2019 08:55
1560668120	FELIPE	PETOULETTE	16/06/2019 08:55
1560668120	EWINE	ANGELE	16/06/2019 08:55
1560668120	FEYA	PIPO	16/06/2019 08:55
1560668120	FANA	EWINE	16/06/2019 08:55
1560668140	FEYA	PIPO	16/06/2019 08:55
1560668140	FANA	EWINE	16/06/2019 08:55
1560668160	KALI	EWINE	16/06/2019 08:56
1560668160	KALI	FEYA	16/06/2019 08:56
1560668160	FANA	EWINE	16/06/2019 08:56
1560668160	FANA	BOBO	16/06/2019 08:56
1560668160	BOBO	PIPO	16/06/2019 08:56
1560668160	EWINE	FEYA	16/06/2019 08:56
1560668180	FANA	PIPO	16/06/2019 08:56
1560668180	EWINE	PIPO	16/06/2019 08:56
1560668180	FELIPE	PETOULETTE	16/06/2019 08:56
1560668180	FANA	EWINE	16/06/2019 08:56
1560668180	KALI	PIPO	16/06/2019 08:56
1560668200	ARIELLE	FELIPE	16/06/2019 08:56
1560668200	FANA	PIPO	16/06/2019 08:56
1560668200	FEYA	PIPO	16/06/2019 08:56
1560668200	FANA	EWINE	16/06/2019 08:56
1560668200	EWINE	PIPO	16/06/2019 08:56
1560668220	KALI	EWINE	16/06/2019 08:57
1560668220	ARIELLE	FELIPE	16/06/2019 08:57
1560668240	FANA	PIPO	16/06/2019 08:57
1560668240	FEYA	ANGELE	16/06/2019 08:57
1560668240	FANA	PETOULETTE	16/06/2019 08:57
1560668240	EWINE	PIPO	16/06/2019 08:57
1560668240	KALI	EWINE	16/06/2019 08:57
1560668240	ARIELLE	FELIPE	16/06/2019 08:57
1560668260	ARIELLE	FELIPE	16/06/2019 08:57
1560668260	KALI	EWINE	16/06/2019 08:57
1560668280	ARIELLE	FELIPE	16/06/2019 08:58
1560668280	KALI	EWINE	16/06/2019 08:58
1560668300	FANA	PETOULETTE	16/06/2019 08:58
1560668300	KALI	EWINE	16/06/2019 08:58
1560668300	ARIELLE	FELIPE	16/06/2019 08:58
1560668320	KALI	EWINE	16/06/2019 08:58
1560668320	EWINE	PIPO	16/06/2019 08:58
1560668340	KALI	EWINE	16/06/2019 08:59
1560668340	ARIELLE	FELIPE	16/06/2019 08:59
1560668360	FANA	ANGELE	16/06/2019 08:59
1560668360	EWINE	PIPO	16/06/2019 08:59
1560668360	KALI	EWINE	16/06/2019 08:59
1560668360	ARIELLE	FELIPE	16/06/2019 08:59
1560668380	KALI	ANGELE	16/06/2019 08:59
1560668380	KALI	EWINE	16/06/2019 08:59
1560668380	ARIELLE	FELIPE	16/06/2019 08:59
1560668400	ARIELLE	FELIPE	16/06/2019 09:00
1560668400	KALI	EWINE	16/06/2019 09:00
1560668400	FEYA	FELIPE	16/06/2019 09:00
1560668420	KALI	ANGELE	16/06/2019 09:00
1560668420	EWINE	ANGELE	16/06/2019 09:00
1560668420	PETOULETTE	PIPO	16/06/2019 09:00
1560668420	KALI	EWINE	16/06/2019 09:00
1560668420	ARIELLE	FELIPE	16/06/2019 09:00
1560668440	EWINE	ANGELE	16/06/2019 09:00
1560668440	KALI	EWINE	16/06/2019 09:00
1560668440	ARIELLE	FELIPE	16/06/2019 09:00
1560668460	ARIELLE	HARLEM	16/06/2019 09:01
1560668460	FELIPE	HARLEM	16/06/2019 09:01
1560668460	FEYA	FELIPE	16/06/2019 09:01
1560668480	ARIELLE	FELIPE	16/06/2019 09:01
1560668480	FEYA	FELIPE	16/06/2019 09:01
1560668480	EWINE	HARLEM	16/06/2019 09:01
1560668500	BOBO	PETOULETTE	16/06/2019 09:01
1560668500	FANA	BOBO	16/06/2019 09:01
1560668500	FANA	FELIPE	16/06/2019 09:01
1560668500	FEYA	FELIPE	16/06/2019 09:01
1560668500	BOBO	ANGELE	16/06/2019 09:01
1560668500	FEYA	ANGELE	16/06/2019 09:01
1560668500	BOBO	PIPO	16/06/2019 09:01
1560668500	FANA	PIPO	16/06/2019 09:01
1560668520	FANA	BOBO	16/06/2019 09:02
1560668520	EWINE	FEYA	16/06/2019 09:02
1560668520	FANA	PIPO	16/06/2019 09:02
1560668520	KALI	PETOULETTE	16/06/2019 09:02
1560668540	ARIELLE	FELIPE	16/06/2019 09:02
1560668540	FANA	BOBO	16/06/2019 09:02
1560668560	EWINE	FEYA	16/06/2019 09:02
1560668560	KALI	ATMOSPHERE	16/06/2019 09:02
1560668560	ARIELLE	FELIPE	16/06/2019 09:02
1560668580	FANA	HARLEM	16/06/2019 09:03
1560668580	HARLEM	PIPO	16/06/2019 09:03
1560668580	KALI	PIPO	16/06/2019 09:03
1560668580	EWINE	FEYA	16/06/2019 09:03
1560668580	ARIELLE	FELIPE	16/06/2019 09:03
1560668600	ARIELLE	FANA	16/06/2019 09:03
1560668600	FANA	HARLEM	16/06/2019 09:03
1560668600	ATMOSPHERE	PETOULETTE	16/06/2019 09:03
1560668600	KALI	PIPO	16/06/2019 09:03
1560668600	EWINE	FEYA	16/06/2019 09:03
1560668620	EWINE	FEYA	16/06/2019 09:03
1560668640	EWINE	FEYA	16/06/2019 09:04
1560668640	KALI	PIPO	16/06/2019 09:04
1560668660	FELIPE	HARLEM	16/06/2019 09:04
1560668660	EWINE	FEYA	16/06/2019 09:04
1560668700	FELIPE	HARLEM	16/06/2019 09:05
1560668720	FELIPE	HARLEM	16/06/2019 09:05
1560668740	FANA	HARLEM	16/06/2019 09:05
1560668740	FELIPE	HARLEM	16/06/2019 09:05
1560668740	ARIELLE	HARLEM	16/06/2019 09:05
1560668740	KALI	PIPO	16/06/2019 09:05
1560668740	FEYA	HARLEM	16/06/2019 09:05
1560668760	EWINE	HARLEM	16/06/2019 09:06
1560668760	BOBO	ANGELE	16/06/2019 09:06
1560668760	FELIPE	ANGELE	16/06/2019 09:06
1560668780	EWINE	HARLEM	16/06/2019 09:06
1560668780	FANA	ANGELE	16/06/2019 09:06
1560668800	EWINE	HARLEM	16/06/2019 09:06
1560668820	KALI	PIPO	16/06/2019 09:07
1560668820	EWINE	HARLEM	16/06/2019 09:07
1560668880	KALI	PIPO	16/06/2019 09:08
1560668900	KALI	PIPO	16/06/2019 09:08
1560668900	BOBO	PETOULETTE	16/06/2019 09:08
1560668920	EWINE	FELIPE	16/06/2019 09:08
1560668920	FANA	ANGELE	16/06/2019 09:08
1560668940	EWINE	FELIPE	16/06/2019 09:09
1560668960	EWINE	FELIPE	16/06/2019 09:09
1560669000	EWINE	FELIPE	16/06/2019 09:10
1560669020	EWINE	FELIPE	16/06/2019 09:10
1560669080	FANA	ANGELE	16/06/2019 09:11
1560669100	FANA	EWINE	16/06/2019 09:11
1560669100	EWINE	ATMOSPHERE	16/06/2019 09:11
1560669120	EWINE	FEYA	16/06/2019 09:12
1560669120	KALI	PETOULETTE	16/06/2019 09:12
1560669180	FANA	PETOULETTE	16/06/2019 09:13
1560669280	KALI	PIPO	16/06/2019 09:14
1560669280	FANA	PETOULETTE	16/06/2019 09:14
1560669320	EWINE	HARLEM	16/06/2019 09:15
1560669320	KALI	PIPO	16/06/2019 09:15
1560669320	FANA	PETOULETTE	16/06/2019 09:15
1560669340	KALI	PIPO	16/06/2019 09:15
1560669340	EWINE	HARLEM	16/06/2019 09:15
1560669380	FANA	PETOULETTE	16/06/2019 09:16
1560669380	KALI	PIPO	16/06/2019 09:16
1560669380	FANA	PIPO	16/06/2019 09:16
1560669400	KALI	PIPO	16/06/2019 09:16
1560669400	KALI	FANA	16/06/2019 09:16
1560669420	FELIPE	ANGELE	16/06/2019 09:17
1560669420	KALI	FANA	16/06/2019 09:17
1560669420	EWINE	HARLEM	16/06/2019 09:17
1560669420	FEYA	HARLEM	16/06/2019 09:17
1560669420	KALI	PIPO	16/06/2019 09:17
1560669440	FELIPE	ANGELE	16/06/2019 09:17
1560669440	KALI	PIPO	16/06/2019 09:17
1560669480	EWINE	HARLEM	16/06/2019 09:18
1560669500	EWINE	HARLEM	16/06/2019 09:18
1560669500	KALI	PIPO	16/06/2019 09:18
1560669520	KALI	PIPO	16/06/2019 09:18
1560669520	EWINE	HARLEM	16/06/2019 09:18
1560669520	FEYA	ATMOSPHERE	16/06/2019 09:18
1560669540	EWINE	HARLEM	16/06/2019 09:19
1560669540	BOBO	PIPO	16/06/2019 09:19
1560669560	EWINE	HARLEM	16/06/2019 09:19
1560669580	ATMOSPHERE	PETOULETTE	16/06/2019 09:19
1560669580	EWINE	HARLEM	16/06/2019 09:19
1560669580	ARIELLE	BOBO	16/06/2019 09:19
1560669600	EWINE	HARLEM	16/06/2019 09:20
1560669600	FEYA	PETOULETTE	16/06/2019 09:20
1560669620	EWINE	HARLEM	16/06/2019 09:20
1560669620	FANA	BOBO	16/06/2019 09:20
1560669640	KALI	BOBO	16/06/2019 09:20
1560669660	KALI	PIPO	16/06/2019 09:21
1560669700	EWINE	HARLEM	16/06/2019 09:21
1560669700	FEYA	FELIPE	16/06/2019 09:21
1560669700	KALI	PIPO	16/06/2019 09:21
1560669720	KALI	PIPO	16/06/2019 09:22
1560669720	FEYA	FELIPE	16/06/2019 09:22
1560669740	KALI	PIPO	16/06/2019 09:22
1560669820	EWINE	HARLEM	16/06/2019 09:23
1560670100	KALI	FANA	16/06/2019 09:28
1560670120	EWINE	FELIPE	16/06/2019 09:28
1560670120	ARIELLE	FELIPE	16/06/2019 09:28
1560670160	EWINE	FELIPE	16/06/2019 09:29
1560670180	EWINE	FELIPE	16/06/2019 09:29
1560670200	EWINE	FELIPE	16/06/2019 09:30
1560670220	EWINE	FELIPE	16/06/2019 09:30
1560670240	EWINE	FELIPE	16/06/2019 09:30
1560670320	KALI	PIPO	16/06/2019 09:32
1560670780	FANA	EWINE	16/06/2019 09:39
1560670780	KALI	HARLEM	16/06/2019 09:39
1560670840	FEYA	PETOULETTE	16/06/2019 09:40
1560670860	FELIPE	HARLEM	16/06/2019 09:41
1560670900	FELIPE	HARLEM	16/06/2019 09:41
1560670920	KALI	PIPO	16/06/2019 09:42
1560670940	FELIPE	HARLEM	16/06/2019 09:42
1560670940	KALI	PIPO	16/06/2019 09:42
1560670960	KALI	PIPO	16/06/2019 09:42
1560670980	KALI	PIPO	16/06/2019 09:43
1560671000	KALI	PIPO	16/06/2019 09:43
1560671000	FEYA	PETOULETTE	16/06/2019 09:43
1560671020	KALI	PIPO	16/06/2019 09:43
1560671020	FELIPE	HARLEM	16/06/2019 09:43
1560671040	FELIPE	HARLEM	16/06/2019 09:44
1560671060	KALI	PIPO	16/06/2019 09:44
1560671060	FELIPE	HARLEM	16/06/2019 09:44
1560671080	FELIPE	HARLEM	16/06/2019 09:44
1560671120	FANA	FEYA	16/06/2019 09:45
1560671220	FANA	PETOULETTE	16/06/2019 09:47
1560671260	KALI	PIPO	16/06/2019 09:47
1560671300	ARIELLE	EWINE	16/06/2019 09:48
1560671340	KALI	PIPO	16/06/2019 09:49
1560671360	KALI	PIPO	16/06/2019 09:49
1560671380	KALI	PIPO	16/06/2019 09:49
1560671400	KALI	PIPO	16/06/2019 09:50
1560671400	FELIPE	ANGELE	16/06/2019 09:50
1560671420	KALI	PIPO	16/06/2019 09:50
1560671480	ARIELLE	FEYA	16/06/2019 09:51
1560671500	FELIPE	ANGELE	16/06/2019 09:51
1560671500	ARIELLE	FEYA	16/06/2019 09:51
1560671600	ARIELLE	FEYA	16/06/2019 09:53
1560671620	ARIELLE	FEYA	16/06/2019 09:53
1560671660	ARIELLE	FEYA	16/06/2019 09:54
1560671680	ARIELLE	FEYA	16/06/2019 09:54
1560671700	ARIELLE	FEYA	16/06/2019 09:55
1560671740	ARIELLE	FEYA	16/06/2019 09:55
1560671740	FELIPE	ANGELE	16/06/2019 09:55
1560671740	KALI	PIPO	16/06/2019 09:55
1560671760	KALI	PIPO	16/06/2019 09:56
1560671780	KALI	PIPO	16/06/2019 09:56
1560671800	KALI	PIPO	16/06/2019 09:56
1560671820	KALI	PETOULETTE	16/06/2019 09:57
1560671820	ARIELLE	FEYA	16/06/2019 09:57
1560671840	KALI	PIPO	16/06/2019 09:57
1560671940	KALI	ATMOSPHERE	16/06/2019 09:59
1560671960	FEYA	FELIPE	16/06/2019 09:59
1560671980	KALI	PIPO	16/06/2019 09:59
1560672060	KALI	PIPO	16/06/2019 10:01
1560672200	KALI	PIPO	16/06/2019 10:03
1560672220	KALI	PETOULETTE	16/06/2019 10:03
1560672240	KALI	PIPO	16/06/2019 10:04
1560672260	FELIPE	ANGELE	16/06/2019 10:04
1560672280	FELIPE	ANGELE	16/06/2019 10:04
1560672400	FEYA	ANGELE	16/06/2019 10:06
1560672420	FEYA	ANGELE	16/06/2019 10:07
1560672580	ARIELLE	FEYA	16/06/2019 10:09
1560672600	KALI	EWINE	16/06/2019 10:10
1560672600	FEYA	ANGELE	16/06/2019 10:10
1560672600	ARIELLE	ANGELE	16/06/2019 10:10
1560672620	FEYA	ANGELE	16/06/2019 10:10
1560672720	KALI	PIPO	16/06/2019 10:12
1560672740	KALI	PIPO	16/06/2019 10:12
1560672760	KALI	PIPO	16/06/2019 10:12
1560672760	FELIPE	ANGELE	16/06/2019 10:12
1560672780	KALI	PIPO	16/06/2019 10:13
1560672780	ARIELLE	FEYA	16/06/2019 10:13
1560672800	KALI	PIPO	16/06/2019 10:13
1560672820	KALI	PIPO	16/06/2019 10:13
1560672820	ARIELLE	FELIPE	16/06/2019 10:13
1560672840	KALI	PIPO	16/06/2019 10:14
1560672840	FEYA	ANGELE	16/06/2019 10:14
1560672860	KALI	PIPO	16/06/2019 10:14
1560672860	ARIELLE	ANGELE	16/06/2019 10:14
1560672880	KALI	PIPO	16/06/2019 10:14
1560672900	KALI	PIPO	16/06/2019 10:15
1560672920	KALI	PIPO	16/06/2019 10:15
1560672940	KALI	PIPO	16/06/2019 10:15
1560673000	ARIELLE	ANGELE	16/06/2019 10:16
1560673020	FEYA	FELIPE	16/06/2019 10:17
1560673020	FEYA	ANGELE	16/06/2019 10:17
1560673100	FEYA	FELIPE	16/06/2019 10:18
1560673120	FEYA	FELIPE	16/06/2019 10:18
1560673140	EWINE	FEYA	16/06/2019 10:19
1560673160	EWINE	FEYA	16/06/2019 10:19
1560673180	EWINE	FEYA	16/06/2019 10:19
1560673180	ARIELLE	ANGELE	16/06/2019 10:19
1560673200	ARIELLE	ANGELE	16/06/2019 10:20
1560673240	FEYA	PETOULETTE	16/06/2019 10:20
1560673280	FEYA	PETOULETTE	16/06/2019 10:21
1560673320	FEYA	PETOULETTE	16/06/2019 10:22
1560673340	FELIPE	PETOULETTE	16/06/2019 10:22
1560673380	FELIPE	ANGELE	16/06/2019 10:23
1560673440	ARIELLE	FELIPE	16/06/2019 10:24
1560673460	ARIELLE	FELIPE	16/06/2019 10:24
1560673520	ARIELLE	FELIPE	16/06/2019 10:25
1560673540	ARIELLE	FELIPE	16/06/2019 10:25
1560673560	ARIELLE	FELIPE	16/06/2019 10:26
1560673640	ARIELLE	ANGELE	16/06/2019 10:27
1560673640	KALI	PIPO	16/06/2019 10:27
1560673680	KALI	PIPO	16/06/2019 10:28
1560673720	ARIELLE	ANGELE	16/06/2019 10:28
1560673820	KALI	PIPO	16/06/2019 10:30
1560673820	FANA	FEYA	16/06/2019 10:30
1560673840	FANA	FEYA	16/06/2019 10:30
1560673860	ARIELLE	ANGELE	16/06/2019 10:31
1560673920	FANA	BOBO	16/06/2019 10:32
1560673920	ARIELLE	ANGELE	16/06/2019 10:32
1560673940	FEYA	PETOULETTE	16/06/2019 10:32
1560673940	FELIPE	ANGELE	16/06/2019 10:32
1560673940	ARIELLE	ANGELE	16/06/2019 10:32
1560673960	ARIELLE	FELIPE	16/06/2019 10:32
1560673960	FELIPE	ANGELE	16/06/2019 10:32
1560673980	FEYA	PETOULETTE	16/06/2019 10:33
1560673980	FELIPE	ANGELE	16/06/2019 10:33
1560673980	ARIELLE	FELIPE	16/06/2019 10:33
1560674000	FELIPE	ANGELE	16/06/2019 10:33
1560674000	FEYA	PETOULETTE	16/06/2019 10:33
1560674000	ARIELLE	FELIPE	16/06/2019 10:33
1560674020	FEYA	PETOULETTE	16/06/2019 10:33
1560674020	FELIPE	ANGELE	16/06/2019 10:33
1560674020	ARIELLE	FELIPE	16/06/2019 10:33
1560674040	FELIPE	ANGELE	16/06/2019 10:34
1560674040	ARIELLE	FELIPE	16/06/2019 10:34
1560674060	ARIELLE	FELIPE	16/06/2019 10:34
1560674060	FELIPE	ANGELE	16/06/2019 10:34
1560674080	ARIELLE	FELIPE	16/06/2019 10:34
1560674080	FELIPE	ANGELE	16/06/2019 10:34
1560674080	KALI	PIPO	16/06/2019 10:34
1560674080	FEYA	PETOULETTE	16/06/2019 10:34
1560674100	FANA	FEYA	16/06/2019 10:35
1560674100	FELIPE	ANGELE	16/06/2019 10:35
1560674100	KALI	PIPO	16/06/2019 10:35
1560674100	ATMOSPHERE	HARLEM	16/06/2019 10:35
1560674100	ARIELLE	FELIPE	16/06/2019 10:35
1560674120	FELIPE	ANGELE	16/06/2019 10:35
1560674120	KALI	PIPO	16/06/2019 10:35
1560674120	ARIELLE	FELIPE	16/06/2019 10:35
