t	i	j	DateTime
1561632640	FANA	EWINE	27/06/2019 12:50
1561632660	VIOLETTE	FEYA	27/06/2019 12:51
1561632700	FANA	EWINE	27/06/2019 12:51
1561632740	FANA	ANGELE	27/06/2019 12:52
1561632780	FEYA	ANGELE	27/06/2019 12:53
1561632860	FEYA	ANGELE	27/06/2019 12:54
1561632880	FEYA	ANGELE	27/06/2019 12:54
1561632900	FANA	FELIPE	27/06/2019 12:55
1561632900	EWINE	ANGELE	27/06/2019 12:55
1561632900	FEYA	ANGELE	27/06/2019 12:55
1561632920	EWINE	FEYA	27/06/2019 12:55
1561632940	FANA	FELIPE	27/06/2019 12:55
1561633020	FANA	FELIPE	27/06/2019 12:57
1561633260	EWINE	ANGELE	27/06/2019 13:01
1561633280	EWINE	ANGELE	27/06/2019 13:01
1561633340	EWINE	ANGELE	27/06/2019 13:02
1561633900	EWINE	PETOULETTE	27/06/2019 13:11
1561633920	EWINE	PETOULETTE	27/06/2019 13:12
1561633920	FEYA	ANGELE	27/06/2019 13:12
1561634000	ARIELLE	FELIPE	27/06/2019 13:13
1561634020	FANA	HARLEM	27/06/2019 13:13
1561634080	ARIELLE	FELIPE	27/06/2019 13:14
1561634140	ARIELLE	FELIPE	27/06/2019 13:15
1561634160	ARIELLE	FELIPE	27/06/2019 13:16
1561634180	ARIELLE	FELIPE	27/06/2019 13:16
1561634220	ARIELLE	FELIPE	27/06/2019 13:17
1561634260	VIOLETTE	ANGELE	27/06/2019 13:17
1561634280	VIOLETTE	ANGELE	27/06/2019 13:18
1561634360	VIOLETTE	ANGELE	27/06/2019 13:19
1561634380	VIOLETTE	ANGELE	27/06/2019 13:19
1561634800	FELIPE	ANGELE	27/06/2019 13:26
1561635060	FANA	EWINE	27/06/2019 13:31
1561635080	FANA	EWINE	27/06/2019 13:31
1561635340	FANA	FELIPE	27/06/2019 13:35
1561635460	FANA	EWINE	27/06/2019 13:37
1561635480	FANA	EWINE	27/06/2019 13:38
1561635500	FANA	EWINE	27/06/2019 13:38
1561635520	FANA	EWINE	27/06/2019 13:38
1561635540	FANA	EWINE	27/06/2019 13:39
1561635580	FANA	EWINE	27/06/2019 13:39
1561635600	FANA	EWINE	27/06/2019 13:40
1561635640	FANA	EWINE	27/06/2019 13:40
1561635920	FANA	EWINE	27/06/2019 13:45
1561635960	FANA	FELIPE	27/06/2019 13:46
1561636040	ARIELLE	ANGELE	27/06/2019 13:47
1561636080	ARIELLE	ANGELE	27/06/2019 13:48
1561636820	FELIPE	HARLEM	27/06/2019 14:00
1561636980	FELIPE	HARLEM	27/06/2019 14:03
1561637180	FELIPE	HARLEM	27/06/2019 14:06
1561637220	FELIPE	HARLEM	27/06/2019 14:07
1561637240	FELIPE	HARLEM	27/06/2019 14:07
1561637240	ARIELLE	BOBO	27/06/2019 14:07
1561637320	FELIPE	HARLEM	27/06/2019 14:08
1561637340	FELIPE	HARLEM	27/06/2019 14:09
1561637400	FELIPE	HARLEM	27/06/2019 14:10
1561637440	VIOLETTE	PETOULETTE	27/06/2019 14:10
1561637460	FELIPE	ANGELE	27/06/2019 14:11
1561637480	FELIPE	ANGELE	27/06/2019 14:11
1561637580	FELIPE	ANGELE	27/06/2019 14:13
1561637620	FANA	PETOULETTE	27/06/2019 14:13
1561637620	EWINE	FEYA	27/06/2019 14:13
1561637620	FELIPE	ANGELE	27/06/2019 14:13
1561637640	FELIPE	ANGELE	27/06/2019 14:14
1561637640	FELIPE	HARLEM	27/06/2019 14:14
1561637660	FANA	BOBO	27/06/2019 14:14
1561637740	PETOULETTE	ANGELE	27/06/2019 14:15
1561637760	PETOULETTE	ANGELE	27/06/2019 14:16
1561637760	EWINE	FELIPE	27/06/2019 14:16
1561637780	PETOULETTE	ANGELE	27/06/2019 14:16
1561637800	PETOULETTE	ANGELE	27/06/2019 14:16
1561637820	PETOULETTE	ANGELE	27/06/2019 14:17
1561637840	PETOULETTE	ANGELE	27/06/2019 14:17
1561637860	FANA	HARLEM	27/06/2019 14:17
1561637860	ARIELLE	FELIPE	27/06/2019 14:17
1561637860	PETOULETTE	ANGELE	27/06/2019 14:17
1561637880	FANA	ANGELE	27/06/2019 14:18
1561637880	PETOULETTE	ANGELE	27/06/2019 14:18
1561637880	HARLEM	ANGELE	27/06/2019 14:18
1561637880	ARIELLE	FELIPE	27/06/2019 14:18
1561637900	PETOULETTE	ANGELE	27/06/2019 14:18
1561637900	ARIELLE	FELIPE	27/06/2019 14:18
1561637920	PETOULETTE	ANGELE	27/06/2019 14:18
1561637920	FANA	ANGELE	27/06/2019 14:18
1561637920	ARIELLE	FELIPE	27/06/2019 14:18
1561637940	PETOULETTE	ANGELE	27/06/2019 14:19
1561637940	ARIELLE	FELIPE	27/06/2019 14:19
1561637960	PETOULETTE	ANGELE	27/06/2019 14:19
1561637960	ARIELLE	FELIPE	27/06/2019 14:19
1561637980	ARIELLE	FELIPE	27/06/2019 14:19
1561637980	PETOULETTE	ANGELE	27/06/2019 14:19
1561638000	FANA	PETOULETTE	27/06/2019 14:20
1561638000	PETOULETTE	ANGELE	27/06/2019 14:20
1561638000	ARIELLE	FELIPE	27/06/2019 14:20
1561638020	PETOULETTE	ANGELE	27/06/2019 14:20
1561638020	FANA	ANGELE	27/06/2019 14:20
1561638040	PETOULETTE	ANGELE	27/06/2019 14:20
1561638060	PETOULETTE	ANGELE	27/06/2019 14:21
1561638060	FANA	ANGELE	27/06/2019 14:21
1561638060	ARIELLE	FELIPE	27/06/2019 14:21
1561638080	PETOULETTE	ANGELE	27/06/2019 14:21
1561638100	KALI	FELIPE	27/06/2019 14:21
1561638100	PETOULETTE	ANGELE	27/06/2019 14:21
1561638120	PETOULETTE	ANGELE	27/06/2019 14:22
1561638140	ARIELLE	FELIPE	27/06/2019 14:22
1561638140	PETOULETTE	ANGELE	27/06/2019 14:22
1561638160	PETOULETTE	ANGELE	27/06/2019 14:22
1561638160	ARIELLE	FELIPE	27/06/2019 14:22
1561638180	PETOULETTE	ANGELE	27/06/2019 14:23
1561638180	FANA	ANGELE	27/06/2019 14:23
1561638200	PETOULETTE	ANGELE	27/06/2019 14:23
1561638220	PETOULETTE	ANGELE	27/06/2019 14:23
1561638220	FANA	ANGELE	27/06/2019 14:23
1561638240	PETOULETTE	ANGELE	27/06/2019 14:24
1561638240	FANA	ANGELE	27/06/2019 14:24
1561638260	PETOULETTE	ANGELE	27/06/2019 14:24
1561638260	FANA	ANGELE	27/06/2019 14:24
1561638280	PETOULETTE	ANGELE	27/06/2019 14:24
1561638280	EWINE	FELIPE	27/06/2019 14:24
1561638300	PETOULETTE	ANGELE	27/06/2019 14:25
1561638320	PETOULETTE	ANGELE	27/06/2019 14:25
1561638320	FANA	PETOULETTE	27/06/2019 14:25
1561638340	FELIPE	ANGELE	27/06/2019 14:25
1561638360	FELIPE	ANGELE	27/06/2019 14:26
1561638380	EWINE	FELIPE	27/06/2019 14:26
1561638380	FELIPE	ANGELE	27/06/2019 14:26
1561638380	EWINE	ANGELE	27/06/2019 14:26
1561638420	FANA	PETOULETTE	27/06/2019 14:27
1561638440	ARIELLE	ANGELE	27/06/2019 14:27
1561638520	ARIELLE	ANGELE	27/06/2019 14:28
1561638600	EWINE	PETOULETTE	27/06/2019 14:30
1561638640	VIOLETTE	HARLEM	27/06/2019 14:30
1561638660	VIOLETTE	FEYA	27/06/2019 14:31
1561638680	VIOLETTE	FEYA	27/06/2019 14:31
1561638700	FANA	BOBO	27/06/2019 14:31
1561638720	FANA	BOBO	27/06/2019 14:32
1561638740	BOBO	ANGELE	27/06/2019 14:32
1561638740	FANA	BOBO	27/06/2019 14:32
1561638760	FANA	BOBO	27/06/2019 14:32
1561638820	EWINE	PETOULETTE	27/06/2019 14:33
1561638860	FELIPE	ANGELE	27/06/2019 14:34
1561638860	FANA	EWINE	27/06/2019 14:34
1561638860	EWINE	FELIPE	27/06/2019 14:34
1561638860	EWINE	PETOULETTE	27/06/2019 14:34
1561638880	FELIPE	ANGELE	27/06/2019 14:34
1561638900	FANA	EWINE	27/06/2019 14:35
1561638900	FELIPE	ANGELE	27/06/2019 14:35
1561638920	FANA	EWINE	27/06/2019 14:35
1561638920	FELIPE	ANGELE	27/06/2019 14:35
1561638940	EWINE	FELIPE	27/06/2019 14:35
1561638940	FELIPE	ANGELE	27/06/2019 14:35
1561638960	FELIPE	ANGELE	27/06/2019 14:36
1561639020	FELIPE	ANGELE	27/06/2019 14:37
1561639060	FELIPE	ANGELE	27/06/2019 14:37
1561639080	FELIPE	ANGELE	27/06/2019 14:38
1561639120	KALI	ARIELLE	27/06/2019 14:38
1561639140	KALI	FANA	27/06/2019 14:39
1561639160	KALI	FANA	27/06/2019 14:39
1561639180	KALI	FANA	27/06/2019 14:39
1561639180	FELIPE	ANGELE	27/06/2019 14:39
1561639200	KALI	FANA	27/06/2019 14:40
1561639200	FELIPE	ANGELE	27/06/2019 14:40
1561639220	KALI	FANA	27/06/2019 14:40
1561639240	KALI	FANA	27/06/2019 14:40
1561639260	KALI	FANA	27/06/2019 14:41
1561639280	KALI	FANA	27/06/2019 14:41
1561639340	KALI	FANA	27/06/2019 14:42
1561639360	EWINE	HARLEM	27/06/2019 14:42
1561639380	EWINE	BOBO	27/06/2019 14:43
1561639380	KALI	FANA	27/06/2019 14:43
1561639400	KALI	FANA	27/06/2019 14:43
1561639400	ARIELLE	FEYA	27/06/2019 14:43
1561639420	KALI	FANA	27/06/2019 14:43
1561639420	ARIELLE	FEYA	27/06/2019 14:43
1561639440	ARIELLE	FEYA	27/06/2019 14:44
1561639480	VIOLETTE	FEYA	27/06/2019 14:44
1561639500	EWINE	BOBO	27/06/2019 14:45
1561639520	EWINE	BOBO	27/06/2019 14:45
1561639520	KALI	FANA	27/06/2019 14:45
1561639540	KALI	FANA	27/06/2019 14:45
1561639560	KALI	FANA	27/06/2019 14:46
1561639580	KALI	EWINE	27/06/2019 14:46
1561639580	FANA	EWINE	27/06/2019 14:46
1561639600	KALI	EWINE	27/06/2019 14:46
1561639620	FANA	EWINE	27/06/2019 14:47
1561639620	KALI	EWINE	27/06/2019 14:47
1561639620	FELIPE	ANGELE	27/06/2019 14:47
1561639640	KALI	EWINE	27/06/2019 14:47
1561639660	FANA	PETOULETTE	27/06/2019 14:47
1561639660	KALI	EWINE	27/06/2019 14:47
1561639680	FELIPE	ANGELE	27/06/2019 14:48
1561639700	FELIPE	ANGELE	27/06/2019 14:48
1561639720	FANA	EWINE	27/06/2019 14:48
1561639720	FELIPE	ANGELE	27/06/2019 14:48
1561639740	KALI	EWINE	27/06/2019 14:49
1561639740	FELIPE	ANGELE	27/06/2019 14:49
1561639760	KALI	EWINE	27/06/2019 14:49
1561639760	FEYA	PETOULETTE	27/06/2019 14:49
1561639780	KALI	EWINE	27/06/2019 14:49
1561639800	KALI	EWINE	27/06/2019 14:50
1561639820	KALI	EWINE	27/06/2019 14:50
1561639820	FANA	HARLEM	27/06/2019 14:50
1561639840	KALI	EWINE	27/06/2019 14:50
1561639900	KALI	EWINE	27/06/2019 14:51
1561639900	FANA	HARLEM	27/06/2019 14:51
1561639920	FANA	HARLEM	27/06/2019 14:52
1561639980	EWINE	VIOLETTE	27/06/2019 14:53
1561639980	FANA	HARLEM	27/06/2019 14:53
1561640000	FANA	HARLEM	27/06/2019 14:53
1561640020	FANA	HARLEM	27/06/2019 14:53
1561640040	FANA	HARLEM	27/06/2019 14:54
1561640060	FANA	HARLEM	27/06/2019 14:54
1561640080	FANA	HARLEM	27/06/2019 14:54
1561640080	FELIPE	ANGELE	27/06/2019 14:54
1561640140	FELIPE	ANGELE	27/06/2019 14:55
1561640160	FELIPE	ANGELE	27/06/2019 14:56
1561640160	FEYA	PETOULETTE	27/06/2019 14:56
1561640180	FEYA	PETOULETTE	27/06/2019 14:56
1561640200	FELIPE	ANGELE	27/06/2019 14:56
1561640200	FEYA	PETOULETTE	27/06/2019 14:56
1561640220	FANA	HARLEM	27/06/2019 14:57
1561640220	FEYA	PETOULETTE	27/06/2019 14:57
1561640240	FANA	HARLEM	27/06/2019 14:57
1561640240	FELIPE	ANGELE	27/06/2019 14:57
1561640260	FANA	HARLEM	27/06/2019 14:57
1561640260	FELIPE	ANGELE	27/06/2019 14:57
1561640280	EWINE	HARLEM	27/06/2019 14:58
1561640280	FELIPE	ANGELE	27/06/2019 14:58
1561640300	FEYA	PETOULETTE	27/06/2019 14:58
1561640300	FELIPE	ANGELE	27/06/2019 14:58
1561640300	FANA	HARLEM	27/06/2019 14:58
1561640300	FEYA	ANGELE	27/06/2019 14:58
1561640320	EWINE	HARLEM	27/06/2019 14:58
1561640320	FANA	HARLEM	27/06/2019 14:58
1561640320	FANA	FEYA	27/06/2019 14:58
1561640320	FELIPE	HARLEM	27/06/2019 14:58
1561640320	FEYA	ANGELE	27/06/2019 14:58
1561640320	FANA	FELIPE	27/06/2019 14:58
1561640320	FELIPE	ANGELE	27/06/2019 14:58
1561640340	EWINE	HARLEM	27/06/2019 14:59
1561640340	FELIPE	ANGELE	27/06/2019 14:59
1561640340	ARIELLE	FELIPE	27/06/2019 14:59
1561640360	FELIPE	HARLEM	27/06/2019 14:59
1561640360	FELIPE	ANGELE	27/06/2019 14:59
1561640360	FANA	VIOLETTE	27/06/2019 14:59
1561640380	FANA	VIOLETTE	27/06/2019 14:59
1561640380	FELIPE	ANGELE	27/06/2019 14:59
1561640380	EWINE	FEYA	27/06/2019 14:59
1561640400	FELIPE	ANGELE	27/06/2019 15:00
1561640420	FANA	VIOLETTE	27/06/2019 15:00
1561640420	FEYA	ANGELE	27/06/2019 15:00
1561640420	EWINE	FEYA	27/06/2019 15:00
1561640440	FANA	VIOLETTE	27/06/2019 15:00
1561640440	FEYA	ANGELE	27/06/2019 15:00
1561640460	FANA	VIOLETTE	27/06/2019 15:01
1561640460	FEYA	ANGELE	27/06/2019 15:01
1561640480	FEYA	ANGELE	27/06/2019 15:01
1561640480	FEYA	FELIPE	27/06/2019 15:01
1561640500	FELIPE	ANGELE	27/06/2019 15:01
1561640500	FEYA	ANGELE	27/06/2019 15:01
1561640500	FEYA	FELIPE	27/06/2019 15:01
1561640520	FEYA	ANGELE	27/06/2019 15:02
1561640520	FELIPE	ANGELE	27/06/2019 15:02
1561640520	FEYA	FELIPE	27/06/2019 15:02
1561640540	FELIPE	ANGELE	27/06/2019 15:02
1561640540	FEYA	FELIPE	27/06/2019 15:02
1561640540	EWINE	FELIPE	27/06/2019 15:02
1561640540	ARIELLE	FEYA	27/06/2019 15:02
1561640560	FELIPE	ANGELE	27/06/2019 15:02
1561640560	FEYA	ANGELE	27/06/2019 15:02
1561640560	EWINE	FELIPE	27/06/2019 15:02
1561640580	FANA	PETOULETTE	27/06/2019 15:03
1561640580	FELIPE	ANGELE	27/06/2019 15:03
1561640620	FELIPE	ANGELE	27/06/2019 15:03
1561640660	FEYA	PETOULETTE	27/06/2019 15:04
1561640660	FANA	VIOLETTE	27/06/2019 15:04
1561640680	FANA	BOBO	27/06/2019 15:04
1561640680	FEYA	PETOULETTE	27/06/2019 15:04
1561640700	FEYA	PETOULETTE	27/06/2019 15:05
1561640720	PETOULETTE	ANGELE	27/06/2019 15:05
1561640720	FEYA	ANGELE	27/06/2019 15:05
1561640720	EWINE	ANGELE	27/06/2019 15:05
1561640720	FEYA	PETOULETTE	27/06/2019 15:05
1561640740	PETOULETTE	ANGELE	27/06/2019 15:05
1561640740	FEYA	ANGELE	27/06/2019 15:05
1561640740	FEYA	PETOULETTE	27/06/2019 15:05
1561640760	PETOULETTE	ANGELE	27/06/2019 15:06
1561640760	FEYA	ANGELE	27/06/2019 15:06
1561640760	FEYA	PETOULETTE	27/06/2019 15:06
1561640780	FEYA	PETOULETTE	27/06/2019 15:06
1561640780	FEYA	ANGELE	27/06/2019 15:06
1561640800	FEYA	ANGELE	27/06/2019 15:06
1561640800	FEYA	PETOULETTE	27/06/2019 15:06
1561640820	PETOULETTE	ANGELE	27/06/2019 15:07
1561640820	FEYA	ANGELE	27/06/2019 15:07
1561640820	FEYA	PETOULETTE	27/06/2019 15:07
1561640840	PETOULETTE	ANGELE	27/06/2019 15:07
1561640840	FEYA	ANGELE	27/06/2019 15:07
1561640840	FEYA	PETOULETTE	27/06/2019 15:07
1561640860	PETOULETTE	ANGELE	27/06/2019 15:07
1561640860	FEYA	ANGELE	27/06/2019 15:07
1561640860	FEYA	PETOULETTE	27/06/2019 15:07
1561640880	FEYA	ANGELE	27/06/2019 15:08
1561640880	FEYA	PETOULETTE	27/06/2019 15:08
1561640900	PETOULETTE	ANGELE	27/06/2019 15:08
1561640900	FEYA	PETOULETTE	27/06/2019 15:08
1561640900	FEYA	ANGELE	27/06/2019 15:08
1561640920	FEYA	ANGELE	27/06/2019 15:08
1561640920	PETOULETTE	ANGELE	27/06/2019 15:08
1561640920	FEYA	PETOULETTE	27/06/2019 15:08
1561640940	FELIPE	ANGELE	27/06/2019 15:09
1561640940	FEYA	ANGELE	27/06/2019 15:09
1561640940	PETOULETTE	ANGELE	27/06/2019 15:09
1561640940	FEYA	PETOULETTE	27/06/2019 15:09
1561640960	PETOULETTE	ANGELE	27/06/2019 15:09
1561640960	FEYA	FELIPE	27/06/2019 15:09
1561640960	FEYA	ANGELE	27/06/2019 15:09
1561640960	EWINE	FELIPE	27/06/2019 15:09
1561640960	FEYA	PETOULETTE	27/06/2019 15:09
1561640980	FELIPE	PETOULETTE	27/06/2019 15:09
1561640980	PETOULETTE	ANGELE	27/06/2019 15:09
1561640980	FEYA	ANGELE	27/06/2019 15:09
1561640980	FEYA	PETOULETTE	27/06/2019 15:09
1561640980	FEYA	FELIPE	27/06/2019 15:09
1561641020	KALI	ANGELE	27/06/2019 15:10
1561641040	FEYA	PETOULETTE	27/06/2019 15:10
1561641060	FANA	EWINE	27/06/2019 15:11
1561641060	EWINE	PETOULETTE	27/06/2019 15:11
1561641080	EWINE	FEYA	27/06/2019 15:11
1561641080	FEYA	PETOULETTE	27/06/2019 15:11
1561641100	EWINE	ANGELE	27/06/2019 15:11
1561641100	FEYA	ANGELE	27/06/2019 15:11
1561641100	EWINE	FEYA	27/06/2019 15:11
1561641100	FEYA	PETOULETTE	27/06/2019 15:11
1561641120	FANA	PETOULETTE	27/06/2019 15:12
1561641120	FEYA	PETOULETTE	27/06/2019 15:12
1561641140	PETOULETTE	ANGELE	27/06/2019 15:12
1561641140	FEYA	FELIPE	27/06/2019 15:12
1561641160	PETOULETTE	ANGELE	27/06/2019 15:12
1561641160	FANA	FELIPE	27/06/2019 15:12
1561641180	FEYA	ANGELE	27/06/2019 15:13
1561641180	PETOULETTE	ANGELE	27/06/2019 15:13
1561641180	EWINE	ANGELE	27/06/2019 15:13
1561641180	EWINE	FEYA	27/06/2019 15:13
1561641200	FANA	EWINE	27/06/2019 15:13
1561641200	PETOULETTE	ANGELE	27/06/2019 15:13
1561641200	EWINE	FELIPE	27/06/2019 15:13
1561641220	FANA	EWINE	27/06/2019 15:13
1561641220	PETOULETTE	ANGELE	27/06/2019 15:13
1561641240	FANA	EWINE	27/06/2019 15:14
1561641240	PETOULETTE	ANGELE	27/06/2019 15:14
1561641260	PETOULETTE	ANGELE	27/06/2019 15:14
1561641260	KALI	EWINE	27/06/2019 15:14
1561641260	FANA	EWINE	27/06/2019 15:14
1561641280	FANA	EWINE	27/06/2019 15:14
1561641280	PETOULETTE	ANGELE	27/06/2019 15:14
1561641300	FANA	EWINE	27/06/2019 15:15
1561641320	PETOULETTE	ANGELE	27/06/2019 15:15
1561641320	KALI	FANA	27/06/2019 15:15
1561641320	KALI	EWINE	27/06/2019 15:15
1561641340	PETOULETTE	ANGELE	27/06/2019 15:15
1561641340	KALI	FANA	27/06/2019 15:15
1561641360	PETOULETTE	ANGELE	27/06/2019 15:16
1561641360	KALI	FANA	27/06/2019 15:16
1561641380	PETOULETTE	ANGELE	27/06/2019 15:16
1561641380	KALI	FANA	27/06/2019 15:16
1561641400	PETOULETTE	ANGELE	27/06/2019 15:16
1561641420	KALI	FANA	27/06/2019 15:17
1561641420	PETOULETTE	ANGELE	27/06/2019 15:17
1561641440	PETOULETTE	ANGELE	27/06/2019 15:17
1561641440	KALI	FANA	27/06/2019 15:17
1561641460	PETOULETTE	ANGELE	27/06/2019 15:17
1561641460	KALI	FANA	27/06/2019 15:17
1561641480	PETOULETTE	ANGELE	27/06/2019 15:18
1561641480	KALI	FANA	27/06/2019 15:18
1561641500	PETOULETTE	ANGELE	27/06/2019 15:18
1561641500	KALI	FANA	27/06/2019 15:18
1561641520	PETOULETTE	ANGELE	27/06/2019 15:18
1561641520	KALI	FANA	27/06/2019 15:18
1561641540	KALI	BOBO	27/06/2019 15:19
1561641540	KALI	FANA	27/06/2019 15:19
1561641560	KALI	FANA	27/06/2019 15:19
1561641580	ARIELLE	ANGELE	27/06/2019 15:19
1561641580	FANA	BOBO	27/06/2019 15:19
1561641600	PETOULETTE	ANGELE	27/06/2019 15:20
1561641620	PETOULETTE	ANGELE	27/06/2019 15:20
1561641620	ARIELLE	FEYA	27/06/2019 15:20
1561641660	KALI	ANGELE	27/06/2019 15:21
1561641660	FELIPE	HARLEM	27/06/2019 15:21
1561641680	KALI	ANGELE	27/06/2019 15:21
1561641700	BOBO	ANGELE	27/06/2019 15:21
1561641720	VIOLETTE	FEYA	27/06/2019 15:22
1561641820	FELIPE	ANGELE	27/06/2019 15:23
1561641860	FEYA	ANGELE	27/06/2019 15:24
1561641880	KALI	FELIPE	27/06/2019 15:24
1561641880	KALI	ANGELE	27/06/2019 15:24
1561641900	FELIPE	ANGELE	27/06/2019 15:25
1561641920	FELIPE	ANGELE	27/06/2019 15:25
1561641940	KALI	FELIPE	27/06/2019 15:25
1561641980	KALI	HARLEM	27/06/2019 15:26
1561642000	VIOLETTE	FEYA	27/06/2019 15:26
1561642020	VIOLETTE	FEYA	27/06/2019 15:27
1561642020	KALI	ANGELE	27/06/2019 15:27
1561642020	FEYA	ANGELE	27/06/2019 15:27
1561642040	KALI	FELIPE	27/06/2019 15:27
1561642060	FELIPE	ANGELE	27/06/2019 15:27
1561642080	KALI	PETOULETTE	27/06/2019 15:28
1561642080	FELIPE	ANGELE	27/06/2019 15:28
1561642100	KALI	PETOULETTE	27/06/2019 15:28
1561642100	FELIPE	HARLEM	27/06/2019 15:28
1561642120	FELIPE	ANGELE	27/06/2019 15:28
1561642140	FELIPE	ANGELE	27/06/2019 15:29
1561642220	FELIPE	ANGELE	27/06/2019 15:30
1561642240	VIOLETTE	FEYA	27/06/2019 15:30
1561642240	FELIPE	ANGELE	27/06/2019 15:30
1561642260	FELIPE	ANGELE	27/06/2019 15:31
1561642260	VIOLETTE	FEYA	27/06/2019 15:31
1561642320	FELIPE	ANGELE	27/06/2019 15:32
1561642340	FELIPE	ANGELE	27/06/2019 15:32
1561642380	FELIPE	ANGELE	27/06/2019 15:33
1561642400	FELIPE	ANGELE	27/06/2019 15:33
1561642420	FELIPE	ANGELE	27/06/2019 15:33
1561642440	FELIPE	ANGELE	27/06/2019 15:34
1561642460	KALI	BOBO	27/06/2019 15:34
1561642460	KALI	VIOLETTE	27/06/2019 15:34
1561642460	FELIPE	ANGELE	27/06/2019 15:34
1561642480	KALI	BOBO	27/06/2019 15:34
1561642500	KALI	BOBO	27/06/2019 15:35
1561642500	FELIPE	ANGELE	27/06/2019 15:35
1561642520	KALI	BOBO	27/06/2019 15:35
1561642540	KALI	BOBO	27/06/2019 15:35
1561642600	KALI	FEYA	27/06/2019 15:36
1561642620	FELIPE	ANGELE	27/06/2019 15:37
1561642680	KALI	BOBO	27/06/2019 15:38
1561642680	FELIPE	ANGELE	27/06/2019 15:38
1561642700	FELIPE	ANGELE	27/06/2019 15:38
1561642720	FELIPE	ANGELE	27/06/2019 15:38
1561642740	FELIPE	ANGELE	27/06/2019 15:39
1561642760	FELIPE	ANGELE	27/06/2019 15:39
1561642800	FELIPE	ANGELE	27/06/2019 15:40
1561642820	FELIPE	ANGELE	27/06/2019 15:40
1561642840	FELIPE	ANGELE	27/06/2019 15:40
1561642840	VIOLETTE	FEYA	27/06/2019 15:40
1561642860	FELIPE	ANGELE	27/06/2019 15:41
1561642980	FELIPE	ANGELE	27/06/2019 15:43
1561643060	FANA	EWINE	27/06/2019 15:44
1561643080	EWINE	ANGELE	27/06/2019 15:44
1561643100	FANA	EWINE	27/06/2019 15:45
1561643140	FANA	EWINE	27/06/2019 15:45
1561643160	FANA	EWINE	27/06/2019 15:46
1561643160	FANA	ANGELE	27/06/2019 15:46
1561643160	EWINE	ANGELE	27/06/2019 15:46
1561643180	FANA	EWINE	27/06/2019 15:46
1561643180	FANA	FELIPE	27/06/2019 15:46
1561643200	FANA	EWINE	27/06/2019 15:46
1561643200	EWINE	PETOULETTE	27/06/2019 15:46
1561643200	FANA	PETOULETTE	27/06/2019 15:46
1561643220	FANA	EWINE	27/06/2019 15:47
1561643240	VIOLETTE	FEYA	27/06/2019 15:47
1561643240	EWINE	PETOULETTE	27/06/2019 15:47
1561643240	FANA	EWINE	27/06/2019 15:47
1561643240	FANA	PETOULETTE	27/06/2019 15:47
1561643280	EWINE	FELIPE	27/06/2019 15:48
1561643300	EWINE	FELIPE	27/06/2019 15:48
1561643300	KALI	ARIELLE	27/06/2019 15:48
1561643320	FANA	ANGELE	27/06/2019 15:48
1561643320	EWINE	FELIPE	27/06/2019 15:48
1561643340	FELIPE	ANGELE	27/06/2019 15:49
1561643380	FANA	EWINE	27/06/2019 15:49
1561643380	EWINE	HARLEM	27/06/2019 15:49
1561643380	EWINE	PETOULETTE	27/06/2019 15:49
1561643400	FANA	EWINE	27/06/2019 15:50
1561643420	FANA	EWINE	27/06/2019 15:50
1561643420	EWINE	HARLEM	27/06/2019 15:50
1561643440	FANA	EWINE	27/06/2019 15:50
1561643460	EWINE	PETOULETTE	27/06/2019 15:51
1561643460	PETOULETTE	ANGELE	27/06/2019 15:51
1561643460	EWINE	ANGELE	27/06/2019 15:51
1561643460	FANA	EWINE	27/06/2019 15:51
1561643500	FANA	EWINE	27/06/2019 15:51
1561643520	FANA	EWINE	27/06/2019 15:52
1561643540	FANA	EWINE	27/06/2019 15:52
1561643560	FANA	EWINE	27/06/2019 15:52
1561643580	FANA	EWINE	27/06/2019 15:53
1561643580	FANA	PETOULETTE	27/06/2019 15:53
1561643600	FANA	PETOULETTE	27/06/2019 15:53
1561643600	EWINE	FEYA	27/06/2019 15:53
1561643680	PETOULETTE	ANGELE	27/06/2019 15:54
1561643720	EWINE	FEYA	27/06/2019 15:55
1561643760	EWINE	FEYA	27/06/2019 15:56
1561643780	FANA	FELIPE	27/06/2019 15:56
1561643780	EWINE	FEYA	27/06/2019 15:56
1561643800	EWINE	FEYA	27/06/2019 15:56
1561643820	EWINE	FEYA	27/06/2019 15:57
1561643840	KALI	VIOLETTE	27/06/2019 15:57
1561643860	KALI	BOBO	27/06/2019 15:57
1561643860	KALI	FANA	27/06/2019 15:57
1561643880	EWINE	FEYA	27/06/2019 15:58
1561643880	KALI	FANA	27/06/2019 15:58
1561643900	KALI	FANA	27/06/2019 15:58
1561643920	KALI	FANA	27/06/2019 15:58
1561643920	HARLEM	ANGELE	27/06/2019 15:58
1561643960	EWINE	FEYA	27/06/2019 15:59
1561643980	HARLEM	ANGELE	27/06/2019 15:59
1561644020	EWINE	FELIPE	27/06/2019 16:00
1561644040	FANA	BOBO	27/06/2019 16:00
1561644120	FANA	ANGELE	27/06/2019 16:02
1561644140	FELIPE	ANGELE	27/06/2019 16:02
1561644160	BOBO	FELIPE	27/06/2019 16:02
1561644260	FANA	EWINE	27/06/2019 16:04
1561644260	EWINE	ANGELE	27/06/2019 16:04
1561644280	FELIPE	ANGELE	27/06/2019 16:04
